Mean,Median,Minimum,Maximum,P90,P95,Fraction_ge_0.60,Fraction_ge_0.70,Fraction_ge_0.80,Fraction_ge_0.90
0.6199660922269026,0.6,0.2631578947368421,0.9868421052631579,0.8161117078410313,0.86,0.5003389830508475,0.28271186440677964,0.13152542372881357,0.015593220338983051
